rName	Reads	Index	rSubPool
3_TXNDC12_2	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PKLR_1	148	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ANXA6_2	125	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSFM_3	288	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MARS2_2	142	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTX2_3	161	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MGST1_1	144	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NTHL1_2	251	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PDSS1_2	175	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PDE2A_3	PDE2A	34	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CPT1C_2	CPT1C	133	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SUCLA2_3	SUCLA2	140	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ACSL4_1	ACSL4	245	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_COX7A2L_2	COX7A2L	65	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LACE1_3	LACE1	93	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_TMEM177_3	TMEM177	50	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_MRPL35_1	MRPL35	279	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TIGAR_3	TIGAR	286	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_SDHA_2	SDHA	209	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_GTPBP10_4	GTPBP10	246	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NADK2_4	NADK2	126	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_AURKAIP1_3	AURKAIP1	67	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ALDH3A2_3	ALDH3A2	181	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TSTD3_2	TSTD3	165	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MTERF3_4	MTERF3	128	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_AK3_3	AK3	113	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RPL35A_4	RPL35A	207	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_TMEM126A_4	TMEM126A	95	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_KIF1B_4	KIF1B	79	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MTERF3_2	MTERF3	124	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_ABCD1_4	ABCD1	202	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CARS2_2	CARS2	81	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A32_3	SLC25A32	251	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ATG13_2	ATG13	140	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ABHD11_1	ABHD11	49	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_FASTKD2_2	FASTKD2	48	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_LONP2_4	LONP2	124	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CARS2_1	CARS2	91	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_BID_1	BID	90	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MTX2_1	MTX2	180	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ABCB7_4	ABCB7	265	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_DHCR24_4	DHCR24	127	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MCU_4	MCU	64	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_EARS2_2	EARS2	109	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_MFN2_2	MFN2	317	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CROT_3	CROT	328	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GLRX5_1	GLRX5	120	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MMACHC_2	MMACHC	416	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RNASEL_1	RNASEL	154	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_IDH1_3	IDH1	110	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_MRPL33_2	MRPL33	140	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_AK4_1	AK4	342	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_PPOX_3	PPOX	97	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GBAS_3	GBAS	233	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_MRPL35_4	MRPL35	429	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A47_3	SLC25A47	122	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A34_1	SLC25A34	251	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_COQ4_2	COQ4	260	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_LEPROT_3	LEPROT	264	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2__NONTARGET__2	_NONTARGET_	67	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MTERF3_3	MTERF3	161	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_QDPR_2	QDPR	260	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_SARM1_4	SARM1	197	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_LMAN1_3	LMAN1	39	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3__NONTARGET__2	_NONTARGET_	58	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_GTPBP10_3	GTPBP10	192	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPL11_4	MRPL11	104	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GOT1_2	GOT1	188	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_GTPBP10_2	GTPBP10	224	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NADK2_1	NADK2	138	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_SARM1_3	SARM1	210	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_VPS11_2	VPS11	216	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_GPX1_2	GPX1	54	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ABHD10_3	ABHD10	237	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_NDUFB6_1	NDUFB6	81	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COQ3_2	COQ3	58	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MOCS1_2	MOCS1	47	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_NDUFS3_3	NDUFS3	126	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_VAMP1_2	VAMP1	141	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_KIF1B_3	KIF1B	65	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RDH13_3	RDH13	24	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MRPL27_4	MRPL27	213	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_LEPROT_4	LEPROT	102	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MLH1_3	MLH1	220	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MAOB_2	MAOB	82	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_LEPROT_2	LEPROT	42	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RSPH9_4	RSPH9	157	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ATIC_2	ATIC	179	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_UCP3_4	UCP3	171	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_DDHD2_1	DDHD2	376	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_COX6B2_4	COX6B2	214	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PARL_3	PARL	176	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPS24_4	MRPS24	128	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_METTL8_3	METTL8	560	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLIRP_3	SLIRP	151	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MCCC1_2	MCCC1	77	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_HSD17B4_2	HSD17B4	463	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CARS2_4	CARS2	119	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SHMT1_1	SHMT1	237	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ACO1_4	ACO1	385	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_VAMP1_4	VAMP1	200	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_CECR5_1	CECR5	220	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_MRPL33_3	MRPL33	181	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_SLC27A1_2	SLC27A1	78	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NT5M_1	NT5M	135	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LARS2_4	LARS2	172	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ALDH7A1_2	ALDH7A1	37	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MPC2_3	MPC2	175	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LACE1_2	LACE1	219	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COX11_4	COX11	113	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ETHE1_2	ETHE1	88	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PKLR_4	PKLR	289	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TFAM_4	TFAM	271	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TSFM_4	TSFM	90	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_GTPBP10_1	GTPBP10	102	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A34_4	SLC25A34	100	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MRPL27_2	MRPL27	180	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ALDH3A2_2	ALDH3A2	120	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NIPSNAP3A_1	NIPSNAP3A	197	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_DDX28_1	DDX28	168	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_PDF_1	PDF	185	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1__NONTARGET__2	_NONTARGET_	180	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PC_1	PC	161	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PARK7_1	PARK7	281	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_ABCG2_4	ABCG2	212	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NDUFA3_2	NDUFA3	122	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_METTL8_2	METTL8	201	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_HADHB_1	HADHB	67	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NDUFA3_3	NDUFA3	106	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RNASEL_2	RNASEL	71	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_CALM1_3	CALM1	299	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPS2_1	MRPS2	277	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_THNSL1_2	THNSL1	217	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_APOA1BP_1	APOA1BP	70	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_NDUFS3_4	NDUFS3	59	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TSTD3_1	TSTD3	146	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MRPS23_1	MRPS23	108	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SYNJ2BP_1	SYNJ2BP	130	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TFAM_1	TFAM	143	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ACSL4_3	ACSL4	170	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TSTD3_4	TSTD3	62	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MRPL42_3	MRPL42	71	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TST_4	TST	67	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GLUD2_2	GLUD2	25	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TFDP2_3	TFDP2	257	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3__NONTARGET__6	_NONTARGET_	44	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GLUD1_2	GLUD1	42	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPL18_4	MRPL18	341	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_BDH1_1	BDH1	104	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LARS2_2	LARS2	158	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GBAS_1	GBAS	138	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ABCB7_3	ABCB7	155	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_FAM162A_4	FAM162A	254	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_NTHL1_1	NTHL1	20	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLIRP_1	SLIRP	98	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_YARS2_1	YARS2	119	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A21_1	SLC25A21	167	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CLIC4_2	CLIC4	226	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SDHAF1_2	SDHAF1	39	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_NDUFS3_2	NDUFS3	75	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_FASTK_3	FASTK	74	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_BLOC1S2_4	BLOC1S2	166	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_HSPB7_1	HSPB7	103	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4__NONTARGET__9	_NONTARGET_	203	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ABHD10_2	ABHD10	46	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_APOA1BP_3	APOA1BP	89	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_ATP5L_1	ATP5L	165	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LETM1_2	LETM1	22	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GFM2_4	GFM2	119	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_METTL17_4	METTL17	62	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NIPSNAP3A_4	NIPSNAP3A	74	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ACO1_3	ACO1	85	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TXNDC12_1	TXNDC12	151	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ACOX1_1	ACOX1	171	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_UBE2D3_4	UBE2D3	190	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PC_2	PC	45	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SFXN3_3	SFXN3	49	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_IDH1_2	IDH1	51	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_OPA1_1	OPA1	138	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PKLR_3	PKLR	132	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPS24_1	MRPS24	142	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_NFE2L2_2	NFE2L2	137	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_STOML2_2	STOML2	99	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A32_4	SLC25A32	51	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MID1IP1_2	MID1IP1	138	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_COQ4_4	COQ4	184	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SDHAF1_4	SDHAF1	26	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ABHD10_4	ABHD10	231	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_SCO1_4	SCO1	69	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MARS2_4	MARS2	30	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_CMPK2_4	CMPK2	61	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_TMEM177_1	TMEM177	180	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RNF5_3	RNF5	126	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_FAHD1_2	FAHD1	82	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_AURKAIP1_4	AURKAIP1	62	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_FAHD2A_1	FAHD2A	133	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_AK4_3	AK4	558	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A32_2	SLC25A32	37	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MTIF3_2	MTIF3	40	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_SDHAF2_1	SDHAF2	96	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MYO19_2	MYO19	190	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_DNAJC19_1	DNAJC19	96	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_ABCD1_2	ABCD1	280	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COX18_3	COX18	150	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_NIPSNAP3A_3	NIPSNAP3A	89	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_OXR1_1	OXR1	118	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_GBAS_4	GBAS	237	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_UBE2D3_3	UBE2D3	85	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4__NONTARGET__13	_NONTARGET_	110	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_NDUFB6_3	NDUFB6	44	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_MCU_3	MCU	99	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_AK3_1	AK3	74	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SARDH_2	SARDH	295	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_HSDL2_2	HSDL2	88	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LETMD1_2	LETMD1	98	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LARS2_1	LARS2	108	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TST_2	TST	82	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TIMM10B_4	TIMM10B	94	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CROT_1	CROT	184	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_VPS11_1	VPS11	139	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_SLC25A46_3	SLC25A46	38	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TXNDC12_3	TXNDC12	77	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MTERF2_1	MTERF2	163	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4__NONTARGET__12	_NONTARGET_	67	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SLC25A47_4	SLC25A47	156	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPS14_2	MRPS14	132	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_IMMP2L_4	IMMP2L	115	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_CLIC4_1	CLIC4	348	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COQ3_3	COQ3	105	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_LETM1_4	LETM1	249	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_LEPROT_1	LEPROT	222	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ATG13_3	ATG13	215	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3__NONTARGET__5	_NONTARGET_	35	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_ABCD2_1	ABCD2	49	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TSFM_2	TSFM	154	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COX11_3	COX11	31	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_ALDH7A1_3	ALDH7A1	120	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MRPL11_1	MRPL11	160	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_COQ4_3	COQ4	197	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_TMEM177_4	TMEM177	51	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MMACHC_4	MMACHC	72	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_RAB35_3	RAB35	152	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_ALAS1_1	ALAS1	39	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_ATIC_4	ATIC	308	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MOCS1_1	MOCS1	122	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_TMEM126A_3	TMEM126A	37	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_NDUFS3_1	NDUFS3	131	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PDP1_3	PDP1	88	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_RSAD2_4	RSAD2	112	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1__NONTARGET__1	_NONTARGET_	189	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_THNSL1_4	THNSL1	257	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_SUCLA2_4	SUCLA2	254	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_HADHB_4	HADHB	62	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_QDPR_1	QDPR	37	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_METTL17_2	METTL17	105	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_SDSL_3	SDSL	62	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_METTL8_4	METTL8	240	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_TIGAR_1	TIGAR	180	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_SLC25A46_2	SLC25A46	88	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_FAM162A_2	FAM162A	115	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_BLOC1S2_2	BLOC1S2	109	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_COX20_2	COX20	46	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_GCSH_1	GCSH	146	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_EYA2_1	EYA2	115	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_FASTK_1	FASTK	309	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MTERF2_3	MTERF2	200	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MPC2_1	MPC2	42	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_TFAM_3	TFAM	89	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_FASTKD2_1	FASTKD2	113	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3__NONTARGET__10	_NONTARGET_	106	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_ABCB6_1	ABCB6	49	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_RAB35_4	RAB35	174	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_DDX28_4	DDX28	44	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MMAA_4	MMAA	172	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_MID1IP1_1	MID1IP1	71	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_MYO19_4	MYO19	184	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2_COX7A2L_4	COX7A2L	48	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_C8ORF82_4	C8ORF82	73	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4__NONTARGET__19	_NONTARGET_	156	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
2__NONTARGET__1	_NONTARGET_	196	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_NDUFB6_2	NDUFB6	169	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_PARL_4	PARL	26	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_COX11_2	COX11	68	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
1_BNIP3L_4	BNIP3L	152	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
3_BID_3	BID	74	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4__NONTARGET__14	_NONTARGET_	207	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
4_C8ORF82_2	C8ORF82	193	Bulk Sample MSPH1-4 WT NegDox 2023-1-20	1
