Gene  log2(fold_change)   q_value
Kri1   -0.22334336  1.7617860076480267
Fgf2os   -0.4313735  1.7615334611104738
Slc4a3   0.20734932  1.7605250388225444
Akr1b3   0.21419285  1.7602702114298983
Rnf130   0.21040538  1.7588467645596644
Fkbp3   0.19714363  1.7582546770829368
Ctsa   0.20947985  1.7578617024544796
Srebf2   0.21930932  1.7575133756402188
Cd52   0.45474485  1.7572014448643798
N4bp3   -0.31076756  1.7567425798899952
Iffo1   -0.1964555  1.7565629424765377
Endou   -0.29837742  1.756203678145563
Gm17259   0.42667472  1.7561256805575816
Crispld1   0.35640386  1.7557016319950798
P3h3   0.20110849  1.7552893145800197
Greb1   -0.28574628  1.7549752328020585
Ptdss2   0.19317219  1.753382382294203
Mrpl9   -0.22162929  1.7532777621624065
Romo1   0.24832991  1.7528169960206772
Lad1   0.3810128  1.752068972077228
Fam210a   0.19592705  1.7516827150226546
Lama5   -0.22591506  1.7516282592803003
Lmo1   0.19720757  1.7508642161302888
Cd200   0.20559654  1.7507051103490667
Chka   -0.22956611  1.750540024099707
Agpat1   0.20476265  1.7505081082805942
Gm12403   -0.3900525  1.7502712595293746
Pik3cb   0.2341  1.7502199682763575
Tnfrsf19   0.31753954  1.7498373396456142
Eml3   0.21414013  1.7497647236233758
Khk   -0.23427573  1.7496839691398507
Ppp5c   -0.22545458  1.749230425008712
Gm9974   -0.6022556  1.7489794871926387
Tubgcp2   0.2260279  1.7488320723842758
Pitpnm2os1   -0.46879855  1.7482737035397133
Foxd3   -0.20780732  1.747210659455721
Hykk   0.27097902  1.7471396875050889
Sgcb   -0.23899984  1.7470964227389927
Pstpip2   0.45397443  1.7464087985073729
Ccdc137   -0.22137177  1.7454286512138164
Ubtd2   0.24392684  1.7451421415536772
Atp1a3   -0.40785772  1.7450868461906657
Pcdh12   0.66116095  1.7448788333084748
Gm1992   0.30326077  1.7448602354123912
Catsperg1   -0.3129372  1.7443584787204214
3010003L21Rik   -0.5295789  1.744310474066263
Ehd2   0.21266338  1.7434132197591732
Pdzrn3   0.22307341  1.7432889392115638
Zfp607b   0.2592791  1.7426682787958654
Zfp688   0.2978601  1.7426159289896817
Ehbp1l1   0.21813211  1.7422949101145557
Lrif1   -0.2412097  1.7418906342452203
Tbc1d8b   0.19099729  1.7418300750009947
Acer3   0.24056333  1.7414120440871508
Phykpl   -0.19048746  1.7409018172495316
Gm2810   -0.49061403  1.7408052918658723
Gm20475   0.5220722  1.7400229814011037
Gbp9   0.3273856  1.739944368032223
Gm11942   -0.28452736  1.7397813032007736
Map4k2   -0.21498817  1.7389513665191625
Gm19705   -0.36557224  1.73884731245132
Tsks   0.35275805  1.7381591491461925
Trmt10b   -0.27025765  1.7378542131674635
Rps4l   -0.2641521  1.7375296377489826
Hist1h2ak   0.40993518  1.7369810974902256
Ndufa10   0.19657801  1.7369231200014719
Lpar3   -1.0255218  1.7369172801196067
Gng5   0.21829009  1.7366696666559884
Stard7   0.19280796  1.7358199877802512
Efnb3   0.25472257  1.7348395172981506
Psmb5   0.2347248  1.734789433741792
Fam117a   0.22826397  1.7347640973162874
Zfp68   -0.2020078  1.7344779247399436
Acsbg1   -0.2922297  1.733627827650843
Zfp316   -0.20855014  1.7334736335282352
AW146154   -0.29278114  1.7333939308991237
Bak1   0.23369408  1.7333655093817055
Rps6kl1   -0.48831803  1.7331464293667873
Gm15846   -0.5934203  1.7331412017156493
Commd10   0.22628804  1.7322654501207817
Limk2   0.2549298  1.7321833166417018
4933405L10Rik   0.54996425  1.731791780108485
Rpl37a   -0.18747546  1.73164687719045
Cbx4   -0.19977883  1.731627934432895
Mettl26   -0.2307575  1.7312000920829476
Maml3   -0.21976401  1.7311375681920478
Gm26935   -0.41114992  1.7310788346388983
Crbn   -0.19602193  1.7309523756752312
Cnnm3   -0.2229447  1.7303525234839663
Lrrn4cl   -0.36203843  1.729776644040442
Mtss1   0.27416632  1.7294967675489252
Lactb   0.2833644  1.728813075861102
Piezo2   0.21736218  1.728586009890327
Mir100   -0.48301896  1.7284849590284215
Appbp2   -0.2827175  1.7277123917786823
Blzf1   0.22562231  1.7265059517492842
Lcp1   0.30425575  1.7263424673058219
Mapk15   0.526573  1.726060201299932
Lasp1   0.22545157  1.7259419093996708
Mrps6   0.20118351  1.7256184152651715
Zdhhc15   0.34630194  1.7254978327149102
Rab11fip4   0.2037588  1.7254609328414574
Itgb1bp1   0.228823  1.7241941102740148
Wdsub1   0.20109297  1.7239265686672764
Bckdha   -0.19937995  1.723845952579879
Stx1b   -0.27233374  1.7234829683174333
Mir99a   0.54691374  1.7230692801681906
Lcat   0.341308  1.7229026009466397
Aars   0.19415684  1.7228022896393433
Zxdc   -0.2004288  1.7224972448673193
Ppp1r14d   0.55496097  1.7223810419465244
Gm24154   0.5164621  1.7221164032795528
Dok3   -0.4716255  1.7210618805616884
Nudt7   0.22918427  1.7209202731574837
Bst2   0.2737867  1.7207114804694164
4930570G19Rik   0.454375  1.720410402723723
Phyh   0.19239634  1.7203581230162877
Casc3   -0.19526011  1.7200402579614338
Amn1   -0.24861461  1.7198670103683058
Rilpl2   -0.2744764  1.7195276751916195
Syt2   -0.31843168  1.7191220217172374
F630028O10Rik   0.34576315  1.718428766902297
Dmwd   -0.20776945  1.718366039460778
Gm25395   -0.25047627  1.7179381854171833
Tmem120b   0.2742758  1.7178217637217277
Fam204a   0.23972002  1.7173406092605377
K230010J24Rik   0.36136466  1.7172373688733378
Gm4895   -0.4340635  1.7162730343266686
Rab31   0.18664914  1.715792955754315
Nrtn   -0.48315328  1.7154849051841936
Cfap126   -0.38147965  1.714965543676586
Ypel3   -0.21014123  1.7144543962861054
Gm26798   -0.23924656  1.714438010781186
Hmgn2   0.20166849  1.713922831876258
Ablim2   -0.29110458  1.713523496459679
Gm20109   -0.6960553  1.7128445210689947
Gtf2f1   -0.20091356  1.7127585972211
Gm11266   0.41261625  1.7124001926487162
Mrpl40   0.2742546  1.7123385028613667
Wdpcp   0.24427232  1.7123380899572713
Fem1c   -0.19072144  1.7117340287106892
Psd2   -0.6193342  1.7114905095799688
Rbfa   0.20758572  1.7101248155582676
Orai3   -0.21097395  1.7100540379833586
Gm11517   -0.43578327  1.709828225916777
Rbl1   0.3175447  1.7096508085010709
Slc12a9   0.1879152  1.7092397559578776
Zgpat   -0.18521489  1.7089370092079115
Cntn6   -0.5620729  1.7086063808035743
Pxmp4   0.2029644  1.708503709109963
Disp2   -0.5806504  1.7075913156676383
Srpk1   -0.18878861  1.7073777273489816
Slc25a11   0.19432151  1.7073172504491667
Pfkfb4   0.22775185  1.7066079881232712
Hmg20b   0.19463433  1.7060640000419682
Tubgcp6   -0.18254718  1.7058255496043535
Vps18   -0.18930346  1.7054306642099077
Caprin2   0.26266778  1.7053371745048602
Orc1   -0.21831141  1.7052939589723874
Erap1   0.2520973  1.705157436400505
Gm16984   -0.46049058  1.704985190367979
Rarres1   0.5974229  1.7048989555230643
Uqcrb   0.24595162  1.704764617762735
Gm28438   -0.35205376  1.7043599103852642
Ube2k   -0.18281633  1.7039002553068572
Dcun1d5   0.1913655  1.7029731519398061
Rnf40   -0.20360595  1.7027444344077411
Ttc12   -0.23985222  1.7011974661988196
Epg5   -0.19503164  1.701091632785087
Gm26852   -0.3178124  1.7010689323234747
Tctn2   -0.2467133  1.700882938597573
Timm29   -0.19433442  1.7006125827253185
Ddx50   0.18255363  1.7006022988906657
Zfp217   -0.20707057  1.6998500702351316
Foxj3   -0.18874459  1.6997306794606672
Adamtsl5   -0.21043524  1.6991211442720766
4930520O04Rik   0.37019452  1.699039162136313
Iqgap1   0.21376415  1.6986683706429637
Cep97   -0.18533243  1.6980353853462489
Zkscan16   0.24947487  1.697863629048964
Dnd1   -0.4129069  1.6973558588109172
Dact1   0.22332159  1.6973375546030356
1110038F14Rik   0.22803868  1.6970901145931638
Coq10b   -0.3223899  1.6970411544313546
AC157931.1   -0.3758349  1.6968013493285694
Gm11696   -0.38851354  1.6963762818176045
Pcdhb15   0.34147048  1.6962175679957232
Rpap3   -0.20945613  1.6957872251727297
2410015M20Rik   0.25234035  1.6950265962239095
Casp12   -0.22912844  1.6948580338250094
Adi1   0.22550109  1.6934219831329436
Mmaa   -0.24683891  1.6933992130133844
Cep152   0.24583423  1.6932813190849674
Sap30bp   -0.20521453  1.6931277942206255
Emilin1   0.19953574  1.6926692233597482
Slc37a3   0.19103715  1.692298114743802
Ndufc2   0.23025669  1.691959023766572
Iah1   0.2194062  1.6915915757415279
Chac1   0.51678735  1.6915404576092115
Plxnb3   0.20915835  1.6911683122557146
Gm10638   -0.4070718  1.6907369845705378
Gm13748   -0.3749422  1.6898517937112256
Arhgdig   -0.3993433  1.6890360409787646
Slc39a2   -0.34824994  1.6889898131252161
Mettl15   0.34983152  1.6885490213172742
Arhgap19   -0.21768202  1.6883938023951874
Fhit   0.30699247  1.6883562309429079
Psd3   0.21610507  1.6881982205450112
Slc9a1   -0.2179086  1.6881355070126678
Elob   0.20464851  1.6880065455272397
Gm25153   0.45901015  1.6878152295629427
Slf2   -0.18379998  1.6871654798862248
Smim12   -0.27631405  1.6870813316943647
Nemf   -0.2951929  1.6869810073148042
Manf   0.22357239  1.6868641090977554
Exosc3   -0.2955771  1.6868392337612277
Gm16113   -0.38957298  1.686434633547114
Rabggta   0.18899664  1.685709386822051
Epha2   -0.19298919  1.6855242178882377
Agps   0.21748751  1.6854727658266346
Gm5526   -0.33753285  1.6851485179678969
Rbbp8   0.3071164  1.685020101800334
Sppl3   0.21099287  1.6849764697722809
Gm20324   -0.4625524  1.6844953580567592
Gm4853   -0.59908015  1.6832856891474752
Egfros   0.32153165  1.6830571794543694
Grcc10   0.311506  1.6829574985334759
Rps19-ps3   -0.43532413  1.6824203709824341
Znhit1   0.21481131  1.68142208045789
Cdk10   -0.18515469  1.680575092362928
Arhgdib   0.2743573  1.6805546928239568
Gng11   0.29583508  1.6804240656409102
Fbln7   0.19154151  1.6803733552150277
Ppm1f   0.18309225  1.6801164832282323
Gm29395   0.45535624  1.679819067599935
Gm17541   -0.34771135  1.6797342563953408
Haus3   -0.29243577  1.6797083588371273
Igfbp5   -0.2574751  1.6795893505952466
Ift22   0.238776  1.6793719114039445
Ptger3   0.6019214  1.6791816809020872
Pdgfc   -0.35636896  1.6789623335721409
AI838599   -0.3078578  1.6787253870805694
Fntb   0.20326465  1.6785145223736098
Susd3   0.43832734  1.6772860679894535
Milr1   -0.40570197  1.676909703649346
Ccnl1   -0.1919513  1.6761438598607716
Fgf7   -0.19668368  1.6757812209347955
Hectd4   -0.21118978  1.6756812277097308
Gcnt2   -0.19593461  1.6749109145831373
Rhot1   -0.24790528  1.6737176239617235
Rgs6   0.40417302  1.6736326930661445
Filip1   0.22486687  1.673400500692887
Itgae   -0.41389903  1.6732288734545955
Fnbp1   0.24121459  1.673108092859229
Angptl3   0.33128017  1.6728399819009714
Efna2   0.32415417  1.6727368692277411
Safb   -0.20844446  1.6720371112024648
Lmbrd1   0.199677  1.6716608138992086
Trmo   -0.3375493  1.671396261357527
Tbc1d14   0.20057184  1.6710058630583382
Gm13179   -0.53606147  1.6709388306928528
Plbd1   0.3318712  1.6704275992341562
Zbtb7b   -0.2126071  1.6703415219702165
Nbdy   0.2578711  1.6703016929562473
Mcc   0.20145777  1.669920190794993
Gm13372   0.28715307  1.6698719889055251
Ltbp4   -0.22763902  1.6697502677106995
Zfp809   -0.21451719  1.6695029138458397
Cmtm3   0.1878653  1.6694254601958571
Gmpr2   -0.20200601  1.6690828847983346
Acbd5   -0.17732085  1.6689424398692014
Dnajb1   -0.23044105  1.6683503524322916
Dennd1a   -0.20972547  1.668290135675657
Pbx3   -0.24566016  1.6676891151550872
Acap3   -0.21629879  1.6675155437057176
Matk   -0.2994193  1.667378555668191
Gm9833   0.34406  1.6663617989820665
2610020C07Rik   0.33453718  1.6662866386956223
Zdhhc18   -0.21449557  1.6660226366293847
Slc16a2   0.24218863  1.6656062732429784
Tram1   0.19962914  1.6654344024542416
Epdr1   0.20219389  1.6654304626174405
Glmp   0.18486278  1.6652757181063074
Trp53   -0.18005185  1.6646366658162424
Rnf146   -0.1925158  1.6631886930473525
Ints10   -0.19108032  1.6627010526465396
Csmd2   -0.48978868  1.6625131811976737
Dleu2   -0.18174423  1.6619860567201183
Sart1   -0.187122  1.6613384299433855
Mapk7   0.2168051  1.6610914217775212
Gm28439   -0.19369036  1.6609121672100997
Syf2   -0.18632022  1.6607399248232226
Sun2   -0.20820622  1.660483420232827
Hsbp1   0.20721014  1.6572758132334497
Igf1r   -0.21601318  1.657098725979143
Psmc1   -0.18246827  1.6567383182167947
Pygo2   -0.17700219  1.6564583164451354
Tmem106c   -0.1906868  1.656219224972847
Gm17151   -0.5477533  1.6562150089803693
Bhlhe40   -0.20156123  1.6562000970014477
Hey2   -0.35901806  1.6555705615607819
Prrg3   0.23064236  1.6551972889223674
Arl1   0.18643403  1.6549913270467342
Abca1   -0.2652395  1.6549096091366025
Calca   -0.43967572  1.6546446176965985
Haus8   0.21157065  1.6546262213684428
St3gal3   0.2063566  1.6545232549494735
Tnrc6b   -0.20334932  1.6540384186205461
Rfc5   -0.19986387  1.6536080915119553
Inpp5k   -0.18358313  1.652554358138792
6330549D23Rik   -0.3521563  1.6519402510210652
Aaas   -0.23010315  1.6515680976345464
Stim2   0.1885519  1.6511835758250952
L3mbtl1   -0.4841342  1.6507929120170852
Tef   -0.3494759  1.6500616238232324
Cdnf   -0.37332758  1.6500521572991118
Fgf12   0.5580211  1.6495961632031528
Pgap1   0.19740382  1.649369717386365
Alg8   0.35147774  1.6490533219809562
Gm16575   -0.3712746  1.648805222035012
4933428G20Rik   0.33199757  1.6480567998086193
Npm3   0.30159822  1.647529189378029
Tlnrd1   0.19644448  1.6468356291464705
Trip13   -0.69194573  1.646768418678256
Fig4   0.18161026  1.6467640876637686
Raph1   0.18779103  1.6466486266398754
Vps33b   0.21972787  1.6464226925964995
Gm9913   0.4120259  1.6448516133510969
Pcdh18   0.25102305  1.6440281636306755
Gm13910   0.41312882  1.6439955389886327
Cpped1   -0.19666226  1.642917134158442
Tmf1   0.19250774  1.6422430860544706
Rpl27a   -0.20109366  1.642053553369754
Wwox   -0.19783619  1.6420091392480112
Gm15902   -0.30593315  1.6416138096422912
Gm5093   0.5178407  1.640904347609169
Rpl7a-ps5   0.5336049  1.6403656650301413
Slc4a7   0.25281003  1.6402456386149649
Cdc42bpa   -0.20484503  1.6387435305522249
Unkl   -0.18214753  1.6386263068901876
Kyat1   -0.27192095  1.638231621955003
Gm10644   -0.698936  1.6381070976717251
Zcchc2   -0.19018398  1.638037787916357
Mrrf   0.25304526  1.6378717400573948
Unc45a   -0.20649654  1.6377988440974889
Guca1b   0.44001338  1.6374234105944103
Bloc1s6   0.2673485  1.6372938539953679
Syt9   0.5007858  1.6372010830896055
E030018B13Rik   -0.3127246  1.6365959469032487
Lrrfip2   0.18313433  1.636571295864727
Nfkbid   -0.5297979  1.6357127930785675
Imp4   -0.18830092  1.6349315298376181
Dnaaf3   0.38907284  1.634347243054854
Kat7   -0.20186315  1.6339510361578857
Thbd   0.21017566  1.63388140305483
Sec14l5   -0.26441956  1.6336780288594288
Slc25a4   0.21928869  1.6336009345897389
Phrf1   -0.19044124  1.6335387291900079
Zfp629   -0.1931707  1.6329088027185845
Thoc6   0.31725305  1.632580720602683
Slc26a5   -0.316535  1.6325051595225506
Pik3r5   -0.44875467  1.6320696699601949
Gm12867   -0.3299348  1.631559870597599
Nsun4   0.24187048  1.6312804331584072
Pkd1   -0.20228028  1.631239845443724
Ap1b1   0.18283822  1.6311250969717535
Sec61a1   0.2032846  1.6309842492310496
Sucla2   0.17996015  1.6308552196592339
Pml   -0.17448278  1.630625215309296
Pde9a   0.315901  1.6300546950031287
Sgpp2   0.3102347  1.6297029894423767
Ephx4   0.5039123  1.6295430328553482
1810026B05Rik   -0.19309174  1.6295236482202098
P2ry14   0.24196456  1.6289333190231132
Fignl2   -0.18920359  1.6287411268704792
Hsd17b4   0.17835777  1.6284350630605453
Wdr81   -0.18365367  1.6279711335342855
Pcdh9   -0.21079913  1.6277461926770729
Mir3060   -0.47375804  1.6276318443740663
Arhgap42   -0.20381236  1.6275957291135743
Dhrs2   0.36227736  1.6265379638038682
Slc25a40   0.2524742  1.6261432473612816
Srxn1   0.20193057  1.6256332035238719
Nat8f4   0.43431345  1.6253626844356166
Sdhb   0.17828168  1.6249532972554033
Cdkn2aipnl   -0.2345286  1.6249483029946414
Lrrc25   0.41449723  1.624936725486078
Ackr1   -0.18235998  1.6244772898499928
Commd2   0.26434696  1.6243623315691338
Slc41a2   -0.17443426  1.624207158849941
Pole4   0.24817611  1.6241407716396319
Ly6c2   -0.43608424  1.6239682459930247
1700025G04Rik   -0.29609057  1.6238078435018612
2810430I11Rik   0.21429782  1.6233889681394178
Zcchc9   -0.22940306  1.6232022197360385
Abcd1   -0.17371537  1.6230597644286955
D230025D16Rik   -0.19372065  1.622502903034545
Slc30a1   0.18889903  1.622397983540535
Hoxa10   0.34363183  1.6223352635464559
Ccnd3-ps   -0.6485282  1.6221601816140792
Gm13835   -0.34112388  1.6219601578384248
Tmem221   -0.3496438  1.6219191922315357
Acss2os   0.52580833  1.6214428922205062
Gm3788   0.43169227  1.6205741443182344
Zfp672   -0.19351044  1.6197978393821104
Gm10087   0.41022643  1.619610029196006
Plk1   -0.4035609  1.6194713959688767
Cdk5rap2   -0.19215943  1.6194667300382228
Dnali1   0.38794675  1.6193332334385004
Gm7429   -0.33759978  1.6188769661595241
Xkr4   0.21714163  1.6188253717842622
Foxo4   -0.20757863  1.6186624082020509
E530011L22Rik   0.20934975  1.6185089444031342
Nudt22   -0.29813525  1.6178395733201192
Cmtr2   -0.29951096  1.6177062937491933
Dnajb7   0.52806383  1.617679624942009
C1d   0.254281  1.6175190261500458
Tfe3   0.18314455  1.6172063156132903
Garem1   -0.18524854  1.616605050732074
Cdv3   0.20481266  1.6164831153754458
Cyp2s1   0.26918983  1.6164579797811056
Kctd7   0.19291326  1.615575108439147
Sgsh   0.2006513  1.6155469971585044
Cdc37l1   -0.20012978  1.6149222311584546
Atraid   0.18112667  1.6145922826345462
Noc4l   -0.25064147  1.6138591455676314
Hspa5   0.2079005  1.6137186883676164
Csf3r   0.38251853  1.6136530686165416
Gm15590   0.21594064  1.613614237519352
Gm13361   0.6216412  1.6134545146632293
Glns-ps1   -0.35381317  1.6132276548069329
Dtwd1   0.36778232  1.6129289185785916
Bend7   0.28231466  1.6128646215754603
Adsl   0.18881054  1.6124870722487834
Zfp524   -0.22590074  1.612419440869666
Fam107a   -0.5238187  1.6121905743441396
Arhgap32   0.281944  1.6120950980169293
Zfp385a   -0.26484528  1.6120278666365229
Smpd3   0.30299935  1.6116996929856526
Rell1   0.18884097  1.6115579708040497
Zdhhc3   0.19667688  1.6100186153483564
Pomgnt2   0.20110321  1.6097219540012808
Prpf39   -0.17643727  1.609427615784726
Mbtps2   0.18139811  1.609295005608757
Fgd3   0.34938288  1.6092549280161486
Ccdc146   0.45349073  1.6088704733270913
Atp6v1d   0.18054941  1.6087178347190259
Mtmr7   -0.33124563  1.608485794212065
Arl6ip5   0.17557569  1.6080931527660531
